name,kind,scope,axis,height,grids,rarity,groups,effect,trigger,note,source,status
Gargantua,Skill,grid-local,cell,no,1,Epic,class;secret,"Ringling's acid-scarred gorilla, whose forced grin was billed as ferocity - a card whose printed threat is entirely marketing and whose real effect is gentle.",on_score,Marketing genius and animal cruelty in the same act. Handle the framing carefully.,refs:83,carried
Chang and Eng Bunker,Skill,grid-local,x,no,1,Rare,formation;economy,"The original conjoined twins, who toured on their own terms and became successful businessmen - two cards that must be placed adjacent and score as one.",on_score,"They controlled their own billing, which is the part worth telling.",refs:84,carried
Anna Swan and Martin Bates,Skill,grid-local,h,yes,1,Rare,formation;h,The giantess and the giant who married - two cards that score for their combined height in a stack.,on_score,Nearly fifteen feet together.,refs:85,carried
Johnny Eck,Skill,grid-local,h,yes,1,Rare,h;movement,"The Amazing Half-Boy - performer, artist and illusion-builder with his twin. A card that occupies only the upper half of a cell, leaving room beneath.",on_can_place_stack,Half a cell is a new placement geometry.,refs:86,carried
Prince Randian,Skill,grid-local,cell,no,1,Rare,charges;class,"The Human Torso, who rolled and lit cigarettes with his lips across forty-five years - a card that produces a token every refill using nothing.",on_refill,The Human Cigarette Factory's real name.,refs:87,carried
Violet and Daisy Hilton,Skill,grid-local,x,no,1,Rare,combo;formation,Conjoined-twin vaudeville stars with saxophone and jazz - this card doubles an adjacent card's trigger when both score together.,on_score,Twin harmony as a mechanic.,refs:88,carried
Annie Jones,Event,global,none,no,1,-,event;meta,"Barnum's bearded lady, who led the performers' campaign to abolish the word freak.",map,"An event where the troupe renames itself, changing a class name for the rest of the run.",refs:89,carried
Betty Broadbent,Stamp,grid-local,cell,no,1,Rare,stamp;collection,The tattooed lady - five hundred and sixty-five tattoos across forty years. The Illustrated card holds several stamps at once.,on_score,"The multi-stamp card, with a real body behind it.",refs:90,carried
The Living Skeleton and the Fat Lady,Skill,grid-local,x,no,1,Uncommon,formation;rank,"Battersby and Perkins, the sideshow's beloved odd couple - two cards whose ranks average when they are adjacent.",on_score,Averaging is a verb nothing else in the game has.,refs:91,carried
Zip the Pinhead,Skill,grid-local,cell,no,1,Legendary,secret;persistence,Sixty years performing a mystery Barnum never explained - a card whose effect is never written on it and never told.,on_score,The purest secret card the game could print.,refs:92,carried
One of Us,Event,global,deck,no,1,-,event;narrative,The initiation chant from the 1932 film - the troupe accepts an outsider.,map,An event where a card gains a class it did not have.,refs:93,carried
The Talker and the Bally,Meta,global,none,no,1,-,naming;research,The talker - never barker - worked the bally platform outside; the blow-off was the extra-charge finale inside.,design,Precise vocabulary for the shop and the pack-opening screens.,refs:94,carried
Ten-in-One,Map,global,none,no,1,-,map;node,"Ten acts under one tent, a single-attraction show, or a continuous grind show - the three sideshow formats.",map,Three node shapes with historical names already attached.,refs:95,carried
The Durov Dynasty,Leader,grid-local,cell,no,1,Legendary,leader;class,Animal-trainer clowns famed for kindness-based training and political satire.,on_game_start,"A leader who is both Clown and Animal Trainer, which no other card is.",refs:97-101,carried
Moscow State Circus,Meta,global,none,no,1,-,meta;research,The USSR industrialised circus with state academies and guaranteed employment - the opposite of the touring gamble.,design,A meta-progression model where training replaces buying.,refs:102,carried
Oleg Popov,Skill,grid-local,grid,no,1,Rare,class;buff,"The Sunshine Clown, gentle and wordless, beloved across the Cold War divide - a card that removes one negative status from every card in its grid.",on_refill,"Kindness as a mechanic, which the game has too little of.",refs:103,carried
Yuri Nikulin,Leader,grid-local,cell,no,1,Legendary,leader;class,The clown so beloved he became a film star and ran the Moscow circus.,on_game_start,A Clown leader whose signature is fame rather than mischief.,refs:104,carried
Karandash,Skill,grid-local,x,no,1,Rare,class;creation,"The Pencil, the USSR's defining clown, with his dog Klyaksa - the Inkblot. A card that draws a permanent mark on a cell.",on_trigger,A clown who leaves marks on the board is a good fit for the cell-modifier family.,refs:105,carried
Bear Cycling,FX,grid-local,x,no,1,-,vfx;class,The iconic and now ethically fraught Soviet image of bears on bicycles.,design,"Visual reference only, with the ethical note kept attached.",refs:106,carried
Dzhigitovka,Skill,grid-local,x,no,1,Epic,movement;class,Cossack trick riding - hanging off the saddle at full gallop to pick objects off the ground. This card collects a card from a cell it passes without stopping.,on_trigger,Movement plus collection in one verb.,refs:107,carried
Wuqiao County,Meta,global,deck,no,1,-,deck;research,"The hometown of acrobatics, where the trade has been every family's for centuries.",design,"A starting deck whose cards all share one class, sourced to a real place.",refs:109-113,carried
Plate Spinning,Rule,grid-local,cell,no,1,-,resource;flow,Dozens of plates kept alive by returning to each in turn - a mechanic where cards decay unless revisited.,on_refill,"Attention as a resource, which the patience system also reaches for.",refs:114,carried
Hoop Diving and Chair Stacking,Skill,grid-local,h,yes,1,Rare,h;formation,"Precision diving through towers of hoops, and chairs balanced to the ceiling - a card that scores for the height of the stack it dives through.",on_score,The Chinese source for both the hoop suit and the height coordinate.,refs:115,carried
Diabolo,Skill,grid-local,x,no,1,Uncommon,movement;combo,"The Chinese yo-yo - a card juggled between two columns, scoring in both while it travels.",on_trigger,Centuries old and now global.,refs:116,carried
Lion Dance,Skill,grid-local,x,no,1,Rare,formation;class,"Two performers inside one lion, pole-jumping in the southern style - two cards that move as one unit.",on_trigger,"Paired movement, which is distinct from paired scoring.",refs:117,carried
The Dragon Meld,Meld,grid-local,x,no,2+,Epic,meld;formation,"A whole team animating one long dragon - a run that, once assembled, moves along the board as a single body.",on_score,"The longest meld in the game, and the only one that then moves.",refs:118,carried
Bian Lian,Skill,grid-local,cell,no,1,Legendary,pip;secret,"Sichuan face-changing - masks swapped in an instant, the technique so guarded it is passed only within families. A card that changes its suit and rank between one glance and the next.",on_board_mutated,"The secrecy is part of the act, so the card should never explain how.",refs:119,carried
Sun Wukong,Skill,grid-local,cell,no,1,Legendary,copy;class,"The Monkey King's seventy-two transformations - a card that becomes any other card on the board, once per refill.",on_refill,"The acrobat role of Chinese opera, and the best copy card available.",refs:120,carried
You Meng,Skill,grid-local,cell,no,1,Rare,copy;narrative,"The jester of Chu, who impersonated a dead minister so movingly the king restored his family's fortune - a card that copies a card removed from play.",on_trigger,"Impersonation as advocacy, around 600 BCE.",refs:121,carried
Hard Qigong,Skill,grid-local,cell,no,1,Rare,protection;gamble,Iron-head and spear-against-throat demonstrations - a card that cannot be destroyed while it is spotlit.,on_spotlight,Conditioning as armour.,refs:122,carried
Piyingxi,FX,global,none,no,1,-,vfx;art,"Chinese leather shadow puppets against lamplit screens, a thousand years old.",design,A visual treatment for the card-art pop-up.,refs:123,carried
The Leaf Game,Meta,global,deck,no,1,-,secret;naming,"The Tang dynasty yezi ge, the earliest known playing cards, ninth century.",design,"The First Deck as a secret - the oldest card in the game, findable once.",refs:124,carried
Money-Suited Cards,Suit,global,deck,no,1,Rare,suit;economy,"Early Chinese decks used currency as suits - coins, strings of coins, myriads.",shop,"The historical precedent for the Gold suit, and the reason it works.",refs:125,carried
Misemono,Map,global,none,no,1,-,map;naming,"Edo spectacle booths of curiosities, crafts and feats - Japan's own sideshow culture.",map,A node name with its own aesthetic.,refs:127-131,carried
Daikagura,Skill,grid-local,line,no,1,Rare,suit;buff,Lion dance and juggling as a Shinto blessing - juggling as literal purification. This card clears every negative status from the line it scores in.,on_score,"Sacred juggling, which recasts the Balls suit entirely.",refs:132,carried
Kyokugoma,Skill,grid-local,cell,no,1,Uncommon,movement;prop,Edo virtuoso top-spinning; Matsui Gensui toured the West in the 1860s. A spinning card that keeps its effect alive for several refills.,on_refill,A timed effect with a visible spin-down.,refs:133,carried
The Butterfly Trick,Skill,grid-local,x,no,1,Rare,movement;prop,Japan's most famous classical conjuring piece - paper butterflies kept aloft by a fan. A prop that stays airborne over the board until it lands.,on_refill,Sustained rather than instantaneous props.,refs:134,carried
Shokyokusai Tenkatsu,Leader,global,deck,no,1,Legendary,leader;class,"The superstar female magician of Meiji and Taisho Japan, who ran her own troupe.",on_game_start,The Magician leader.,refs:135,carried
Karakuri Ningyo,Type,grid-local,x,no,1,Rare,type;movement,Edo clockwork automata - the tea-serving doll that trundles to a guest and waits. A card type that moves itself to a target and stops.,on_refill,"Self-moving cards with a destination, not a direction.",refs:136,carried
Bunraku,Skill,grid-local,x,no,1,Epic,formation;combo,"Three visible operators animating one puppet, with total audience buy-in - three cards that jointly control a fourth.",on_score,A four-card formation that nothing else in the game resembles.,refs:137,carried
Kuroko,Stamp,grid-local,h,yes,1,Rare,stamp;spotlight,The black-clad stagehands the audience agrees not to see - this card does not block the spotlight beneath it and cannot itself be targeted.,on_spotlight,Already sketched in the pre-grid curated file. The agreement not to see is the mechanic.,refs:138,carried
Hikinuki,Skill,grid-local,cell,no,1,Rare,pip;secret,Kabuki quick-change - a costume ripped away mid-dance to reveal a new character. This card changes into a different card when its line scores.,on_score,Transformation timed to the moment of maximum attention.,refs:139,carried
