seen?,name,historical_reference,card_art,rarity,cost,effect,pseudocode,groups,why_fun,balance,scope,axis,needs_height,needs_grids,status,source
,The Ghost Writer,"S.W. Erdnase — card handling's bible, author never identified",A pen writing on a blank card in a hand nobody recognizes,Rare,3,Each show start: writes a temporary skill onto one blank/prop card — a copy of one effect that fired last show. The ink fades at show end.,"# SEAM: temporary modifiers with a lifecycle — composition-lite plus cleanup.
class SkillGhostWriter extends CardModifierSkill:
  func on_game_start() -> void:
    var host : CardData = pick_prop_card(game.state)
    host.skill = clone_effect(run_state().last_show_log.front())
    host.meta.temp_skill = true; GameData.relink_card_backrefs(host)
  func on_game_end() -> void:
    for c : CardData in cards_with_meta(&'temp_skill'):
      c.skill = null  # the ink fades; no relink needed for null",skill;meta-effect;token;growth,Your chaff wakes up each morning with yesterday's best line ghostwritten onto it.,"The ghost writes what FIRED, not what mattered; sometimes the ink is a honk.",global,none,no,1,,pre-grid catalog
,The Dramaturg,"The dramaturg — the theatre's structural editor, invisible and decisive","A red pen striking through a card's fine print, writing a longer clause",Epic,5,"Rewrite one card's combo identity: each of its triggers registers a FRESH combo key this act (it counts toward U every time, not just first activation).","# SEAM: combo identity is data (combo_key -> string; U dedupes on it) —
# making the key generative turns the U economy itself moddable.
class SkillDramaturg extends CardModifierSkill:
  var edited : CardData
  func on_mod_triggered(mod) -> void:
    if mod.data == edited:
      game.register_combo(mod.combo_key('') + ':' + str(game.state.trigger_serial))
      game.state.trigger_serial += 1
  # the duplicate_class_scale lever (delta) exists for exactly this abuse",skill;meta-effect;combo;gamble,U-farming unlocked on one chosen engine — the multiplier curve bends where you point.,This is the card the delta lever was built to punish; expect the errata.,grid-local,none,no,1,remapped: act/Submit timing becomes the Entrance refill. See the post-grid effects CSV for the rewritten wording.,pre-grid catalog
,The Time Signature,"The Rite of Spring premiere, 1913 — the rhythm that started a riot",A conductor's score where the bar line falls between two pages,Epic,6,"Splits the Submit: ROWS score at submit as normal; COLUMNS score at the START of the next turn, against whatever the board looks like then. U persists across the split.","# SEAM: act atomicity. Submit is one deterministic span (pending-action
# replay + undo cancel + fame banking all assume it). Splitting it means:
# NEEDS NEW SYSTEM: split-act resolution — a persisted half-act marker
class SkillTimeSignature extends CardModifierSkill:
  func on_run_scorer() -> void:
    score_all_rows(game.state)
    game.state.pending_half_act = true  # survives save/quit like pending_action
  func on_next() -> void:
    if game.state.pending_half_act:
      score_all_cols(game.state); game.state.pending_half_act = false
      game.apply_act_score()",skill;meta-effect;combo;formation;gamble,One turn to REARRANGE between the row pass and the column pass — the act becomes a two-move puzzle.,"Everything that assumed acts are atomic (undo, replay, banking) must now hold its breath with you.",grid-local,none,no,1,remapped: act/Submit timing becomes the Entrance refill. See the post-grid effects CSV for the rewritten wording.,pre-grid catalog
,The Fourth Wall,Pantomime's sacred contract — 'HE'S BEHIND YOU!' and the actor hears it,"A card mid-scoring turning to face the audience, hand extended through the frame",Epic,6,"Once per act, DURING scoring resolution: the show pauses and you may make ONE grab/place before resolution continues (the audience shouts, and this time the act listens).","# SEAM: B10 — no board mutation inside run_all_mods, live iteration. This card
# is the sanctioned exception: a SAFEPOINT between the row pass and col pass
# where the dispatch walk is NOT live. NEEDS NEW HOOK: resolution safepoint.
class SkillFourthWall extends CardModifierSkill:
  func on_score_safepoint() -> void:  # fires between passes, outside the walk
    if game.state.wall_broken: return
    game.state.wall_broken = true
    await game.accept_one_player_move()  # full Board.move_stack, revision bump
    # the col pass now walks the MUTATED board — legal, because no walk is live",skill;meta-effect;movement;gamble,Editing the board in the middle of its own scoring — the one move that makes spectators of every other card game.,"One move, mid-avalanche, on a clock: the audience shouts wrong sometimes.",grid-local,h+x,yes,1,remapped: act/Submit timing becomes the Entrance refill. See the post-grid effects CSV for the rewritten wording.,pre-grid catalog
,The Marionette,Royal de Luxe — building-sized marionettes walked by teams of operators,Eleven strings descending from above the frame into one prop's shoulders,Epic,5,Take direct control of one prop this act: it moves ONE slot per tick in the direction you steer (your inputs recorded into history — the replay steers identically).,"# SEAM: props are autonomous and replay-deterministic — player steering must
# enter the SAME history stream that pending-action replay consumes.
class SkillMarionette extends CardModifierSkill:
  func on_spawn_plan(spawners : Array[PropSpawner]) -> void:
    spawners.front().modifiers.append(PropPlayerSteered.new())
class PropPlayerSteered extends PropModifier:
  func on_pass_card(prop, card) -> void:
    var dir : int = game.next_recorded_input()  # live: read player; replay: read log
    prop.set_route(step_route(prop, dir))",skill;meta-effect;prop;movement,"Flying the knife yourself, slot by slot — the prop layer's autonomy handed to your hands.",A human-steered prop is exactly as accurate as the human; the mancala walk never missed.,grid-local,cell,no,1,remapped: act/Submit timing becomes the Entrance refill. See the post-grid effects CSV for the rewritten wording.,pre-grid catalog
,The Convention,The game laws are called Conventions — and conventions can be amended,A gavel striking; a brand-new law card materializing in the hidden deck,Legendary,8,Enact ONE new law from a fixed slate of three (e.g. runs may wrap King-to-Ace; 4-card poker hands score; discards feed 10% of rank as points) — it becomes a rule card in the rules deck for the rest of the run.,"# SEAM: minting RULE cards at runtime — bounded templates, not freeform
# (the freeform rule-editor was vetoed as scope creep; a slate is the demoted form)
class SkillConvention extends CardModifierSkill:
  func on_cue() -> void:  # NEEDS NEW HOOK: on_cue
    var law : CardData = CardData.new()
    law.skill = CONVENTION_SLATE[cue_pick(3)].new()  # var slate : Array[GDScript]
    law.suit = PipSuit.random_standard(); law.rank = hash_rank(run_state().world_seed, law)
    GameData.relink_card_backrefs(law)
    game.defer(func(): game.add_to_rules_deck(law))  # permanent for the run",skill;meta-effect;rule;meta,"Writing law into the hidden deck yourself — the rule-deck architecture's promise, delivered inside its veto.",A run-long law with no repeal clause; the wrong convention governs YOU hardest.,global,line+deck,no,1,,pre-grid catalog
,The Repertoire,"Repertory companies — a different play every night, same troupe","One card fanning into three overlapping versions of itself, one lit at a time",Legendary,8,Holds THREE skills in one slot; the active one rotates each act (cue to rotate early). The other two sleep.,"# SEAM: CardData has ONE skill slot — multi-skill needs a container modifier
# that swaps the live skill in and out, with relink + cache invalidation each time.
class SkillRepertoire extends CardModifierSkill:
  var plays : Array[CardModifierSkill] = []  # size 3; holder keeps them alive
  func on_after_score() -> void: rotate()
  func on_cue() -> void: rotate()  # NEEDS NEW HOOK: on_cue
  func rotate() -> void:
    plays.push_back(data.skill); data.skill = plays.pop_front()
    GameData.relink_card_backrefs(data)
    game.state.revision += 1  # implementer cache must re-key
    game.register_combo(data.skill.combo_key(''))  # each face is a fresh U",skill;meta-effect;collection;combo,"Three acts in one body, one deck slot — the modifier slot system bent double.","Only one face is ever awake, and the rotation schedule waits for no meld.",grid-local,cell,no,1,remapped: act/Submit timing becomes the Entrance refill. See the post-grid effects CSV for the rewritten wording.,pre-grid catalog
,The Ringmaster,The user's leader template — the master of ceremonies,"A top-hatted figure mid-flourish, whip curled like a signature",Epic,6,Leader: no suit or rank; starts the game in the Grand Entrance; always grabbable; placeable anywhere uncovered; REMAINS on board after submission. Optional flavor debuff: fear of fire/knives (cannot be placed on Flames/Knives cards).,"class TypeLeader extends CardModifierType:  # the leader chassis
  func on_game_start() -> void:
    game.defer(func(): game.place_in_entrance(data))
  func survives_submit() -> bool: return true  # skipped by board clear
class SkillRingmaster extends CardModifierSkill:
  func on_can_grab_stack(stack) -> Variant:
    return true if stack.head() == data else null
  func on_can_place_stack(stack, dest) -> Variant:
    if stack.head() == data and dest.is_uncovered(): return true
    return null",leader;movement,The one performer who never leaves the stage — continuity in a game of board wipes.,"No pips means no melds: he conducts, he never scores.",global,h,yes,1,remapped: act/Submit timing becomes the Entrance refill. See the post-grid effects CSV for the rewritten wording.,pre-grid catalog
,The Equestrian,"Philip Astley, 1768 — the founder of the modern circus and its 42-foot ring",A rider standing on cantering horseback inside a chalked circle,Epic,6,Leader (Ringmaster archetype): melds scored entirely within the First Ring (rows 1–5) get +mult — he standardized the ring for a reason.,"class SkillAstley extends CardModifierSkill:  # + TypeLeader chassis
  func on_score_row(row : Array[CardData]) -> void:
    if row_index(row) < 5:
      game.add_line_score(row_index(row), RING_MULT)
      game.register_combo(combo_key())",leader;formation;combo,Rewards tight shallow boards — the founder's discipline as a build identity.,Anti-synergy with every deep-ring and tall-column payoff in the catalog.,grid-local,x+grid,no,2+,,pre-grid catalog
,The Showman,"P.T. Barnum — museums, hoaxes, and the Greatest Show on Earth",A beaming impresario gesturing at something that may not exist,Epic,6,Leader (Producer): shops offer +1 extra card; all Gaff/Humbug/fake cards cost nothing to acquire.,"class SkillBarnum extends CardModifierSkill:  # + TypeLeader chassis
  # map/shop layer reads leader perks:
  func shop_extra_offers() -> int: return 1
  func price_scale(card : CardData) -> float:
    return 0.0 if is_gaff(card) else 1.0",leader;economy;secret,Free fakes forever — the Humbug economy gets its patron saint.,A deck of free lies is one Prepared Town from bankruptcy.,global,deck,no,1,,pre-grid catalog
